Car_Name,Budget_Lakh,Mileage_kmpl,Seating_Capacity,Car_Type,Fuel_Type,Transmission,Condition,User_Needs,Car_Color
Toyota Glanza,15.56,22.0,5,Sedan,Diesel,Manual,Excellent,Luxury,Grey
Maruti Baleno,5.25,19.5,4,Hatchback,Electric,Automatic,Used,Luxury,Silver
Honda Amaze,8.13,14.5,5,Sedan,Electric,Automatic,Used,Luxury,Grey
Renault Kiger,17.21,20.8,5,SUV,Petrol,Manual,Used,Sporty,Grey
Honda City,14.3,18.5,4,Sedan,Hybrid,Manual,New,Family,Silver
Toyota Innova,16.47,15.1,7,MUV,CNG,Manual,Excellent,Sporty,White
Honda Amaze,10.64,20.4,4,Sedan,Hybrid,Automatic,Excellent,Sporty,Black
Tata Altroz,9.63,19.1,5,Hatchback,Electric,Automatic,Used,Family,Silver
Kia Sonet,33.44,12.2,5,SUV,Hybrid,Automatic,Used,Sporty,Red
Hyundai Venue,18.99,20.3,5,SUV,Diesel,Manual,New,Sporty,Red
Toyota Innova,25.23,12.9,7,MUV,Petrol,Automatic,Excellent,Sporty,Silver
Hyundai Creta,30.67,12.5,4,SUV,Diesel,Automatic,Used,Luxury,Blue
Mahindra Scorpio,26.46,14.0,4,SUV,Electric,Automatic,Excellent,Family,Grey
Mahindra Bolero,20.84,17.6,7,MUV,Petrol,Automatic,New,Sporty,White
Honda Amaze,15.08,14.3,4,Sedan,Diesel,Manual,New,Family,White
Tata Punch,22.06,17.8,5,MUV,Petrol,Manual,Excellent,Luxury,Black
Toyota Fortuner,18.65,17.4,4,SUV,Petrol,Automatic,Excellent,Family,Black
Maruti Dzire,16.11,16.9,4,Sedan,CNG,Manual,Excellent,Luxury,Grey
Kia Sonet,19.57,17.1,4,MUV,CNG,Manual,Excellent,Sporty,Red
Mahindra Bolero,12.11,21.1,7,MUV,CNG,Manual,Used,Family,White
Toyota Glanza,27.21,19.2,4,SUV,Hybrid,Manual,Excellent,Family,White
Mahindra Bolero,25.83,13.8,7,MUV,Electric,Automatic,Used,Luxury,Red
Hyundai Creta,20.51,21.1,5,SUV,Diesel,Manual,Used,Luxury,Black
Toyota Innova,15.29,13.2,7,MUV,Diesel,Manual,Excellent,Sporty,Silver
Honda City,16.16,21.6,4,Sedan,Petrol,Manual,Used,Luxury,Red
Hyundai Verna,15.67,15.2,4,Sedan,Diesel,Manual,Excellent,Sporty,Silver
Honda City,13.1,16.3,5,Sedan,Petrol,Automatic,New,Family,Red
Tata Harrier,27.4,12.8,5,SUV,CNG,Automatic,New,Luxury,Blue
Honda Amaze,16.37,13.5,5,Sedan,Electric,Manual,Used,Sporty,Silver
Renault Triber,13.75,14.2,7,MUV,Hybrid,Manual,Used,Family,Silver
Toyota Glanza,11.19,22.2,4,SUV,Petrol,Manual,New,Sporty,Grey
Renault Triber,24.37,16.6,7,MUV,CNG,Automatic,Used,Sporty,Blue
Maruti Ertiga,17.89,15.2,7,MUV,Electric,Automatic,Used,Family,Red
Maruti Ertiga,14.15,16.0,7,MUV,Petrol,Automatic,New,Luxury,Blue
Mahindra Bolero,24.32,22.7,7,MUV,CNG,Automatic,New,Sporty,Grey
Kia Sonet,13.83,15.7,4,Sedan,Diesel,Automatic,New,Luxury,White
Honda Jazz,6.96,13.0,5,Hatchback,Electric,Manual,New,Family,Blue
Tata Punch,26.94,22.7,5,SUV,Electric,Automatic,Excellent,Luxury,Grey
Honda Amaze,12.1,23.0,4,Sedan,Electric,Automatic,New,Sporty,Blue
Renault Kiger,28.46,16.4,5,SUV,Petrol,Automatic,New,Luxury,Blue
Mahindra Bolero,21.85,15.0,7,MUV,Petrol,Automatic,Excellent,Luxury,Silver
Mahindra XUV700,18.47,20.8,4,SUV,Petrol,Manual,Used,Family,Grey
Honda Jazz,9.1,18.8,5,Hatchback,CNG,Automatic,New,Family,White
Tata Harrier,26.9,17.1,5,SUV,Diesel,Automatic,Excellent,Family,Black
Honda City,13.35,16.4,4,Sedan,Petrol,Automatic,Used,Family,Silver
Mahindra Scorpio,21.27,20.9,4,SUV,Hybrid,Automatic,Used,Family,Silver
Renault Triber,11.56,14.4,7,MUV,Hybrid,Automatic,Used,Sporty,Red
Mahindra Bolero,24.02,14.3,7,MUV,Electric,Automatic,Used,Luxury,White
Maruti Baleno,8.09,19.8,5,Hatchback,Hybrid,Manual,New,Luxury,Blue
Renault Triber,16.87,14.2,7,MUV,CNG,Manual,Excellent,Sporty,White
Renault Triber,28.42,16.9,7,MUV,Electric,Manual,Used,Sporty,Red
Hyundai Venue,13.94,16.4,4,SUV,Diesel,Automatic,Excellent,Family,Black
Renault Triber,20.2,19.6,7,MUV,Hybrid,Manual,New,Sporty,Blue
Mahindra XUV700,24.97,12.6,4,SUV,Hybrid,Manual,Excellent,Family,Grey
Hyundai Venue,28.63,14.9,4,SUV,Electric,Manual,New,Family,Black
Renault Kiger,15.33,12.9,4,SUV,Electric,Automatic,New,Sporty,Blue
Hyundai Verna,15.1,16.5,4,Sedan,Hybrid,Automatic,Used,Luxury,Blue
Honda Amaze,17.91,18.2,4,Sedan,Diesel,Manual,Excellent,Family,White
Honda City,10.6,13.0,5,Sedan,Petrol,Automatic,New,Sporty,Grey
Kia Seltos,12.44,15.6,5,SUV,Petrol,Automatic,Excellent,Sporty,Black
Toyota Fortuner,28.72,15.2,4,SUV,CNG,Automatic,Excellent,Sporty,Silver
Mahindra Scorpio,34.73,20.8,5,SUV,Hybrid,Manual,Excellent,Luxury,Blue
Kia Seltos,21.68,14.4,5,SUV,Petrol,Automatic,Excellent,Luxury,Red
Maruti Ertiga,11.46,23.6,7,MUV,Diesel,Automatic,Used,Luxury,Red
Tata Altroz,6.35,20.0,4,Hatchback,Petrol,Automatic,New,Luxury,Blue
Mahindra Scorpio,22.84,23.8,5,SUV,CNG,Automatic,Used,Luxury,Blue
Toyota Innova,25.51,16.5,7,MUV,Petrol,Automatic,Excellent,Family,White
Renault Triber,26.84,14.3,7,MUV,CNG,Manual,Excellent,Sporty,White
Kia Seltos,32.07,12.2,5,SUV,Hybrid,Automatic,Used,Sporty,Silver
Hyundai Creta,18.1,14.8,4,SUV,Hybrid,Manual,New,Sporty,Grey
Hyundai Creta,20.7,16.7,4,SUV,Electric,Manual,Used,Luxury,Blue
Maruti Dzire,14.68,15.8,5,Sedan,Petrol,Manual,New,Luxury,Silver
Hyundai Creta,23.17,23.0,5,SUV,Petrol,Manual,Used,Sporty,Red
Tata Altroz,5.67,18.3,4,Hatchback,Petrol,Automatic,Excellent,Family,Blue
Renault Triber,12.13,23.1,7,MUV,Hybrid,Manual,Excellent,Family,Black
Maruti Swift,5.83,15.0,4,Hatchback,Electric,Manual,Excellent,Sporty,Grey
Mahindra Bolero,15.78,14.0,7,MUV,Diesel,Automatic,Excellent,Luxury,White
Tata Nexon,16.23,18.7,5,SUV,CNG,Automatic,Excellent,Luxury,Red
Toyota Fortuner,28.21,16.5,4,SUV,Diesel,Automatic,New,Sporty,Black
Tata Harrier,15.89,18.5,5,SUV,Diesel,Automatic,Used,Family,Grey
Renault Triber,25.1,20.4,7,MUV,Electric,Automatic,Used,Sporty,Silver
Kia Sonet,23.86,12.6,4,SUV,Petrol,Manual,New,Sporty,Black
Mahindra XUV700,28.71,17.8,4,SUV,Hybrid,Manual,New,Family,Silver
Renault Kiger,20.79,19.4,4,SUV,Diesel,Automatic,Used,Luxury,Silver
Honda Amaze,16.47,17.4,4,Sedan,Electric,Manual,New,Sporty,Grey
Tata Nexon,24.77,13.3,4,SUV,Diesel,Automatic,New,Luxury,Blue
Toyota Innova,18.03,13.4,7,MUV,Diesel,Automatic,Excellent,Luxury,Blue
Mahindra XUV700,26.21,17.2,4,SUV,Petrol,Manual,Excellent,Sporty,Silver
Tata Nexon,31.16,16.1,5,SUV,CNG,Automatic,Excellent,Sporty,Silver
Tata Punch,5.14,17.6,5,Hatchback,Petrol,Automatic,Used,Family,Grey
Mahindra Scorpio,30.36,16.8,4,SUV,Petrol,Automatic,Used,Luxury,Red
Hyundai Venue,13.72,17.5,5,SUV,Diesel,Manual,New,Family,White
Honda Amaze,17.71,17.0,5,Sedan,CNG,Manual,New,Sporty,Silver
Honda City,13.91,24.0,5,Sedan,Diesel,Manual,Excellent,Sporty,Grey
Kia Seltos,27.46,20.0,5,SUV,Diesel,Manual,New,Luxury,White
Maruti Swift,7.02,13.0,5,Hatchback,Petrol,Automatic,Used,Luxury,Red
Honda City,8.6,20.8,4,Sedan,Diesel,Automatic,Used,Family,Red
Kia Seltos,16.54,17.8,4,SUV,CNG,Manual,Used,Luxury,Red
Toyota Innova,12.85,14.2,7,MUV,Electric,Automatic,Excellent,Luxury,White
Mahindra Bolero,16.53,16.7,7,MUV,Hybrid,Manual,Excellent,Sporty,Blue
Tata Punch,4.56,19.6,5,Hatchback,Petrol,Manual,Excellent,Sporty,Black
Honda City,13.43,13.2,5,Sedan,Diesel,Automatic,New,Family,Silver
Honda City,14.37,18.9,4,Sedan,CNG,Manual,Excellent,Luxury,Black
Hyundai Creta,32.67,23.9,5,SUV,Petrol,Automatic,New,Luxury,White
Tata Punch,8.33,16.9,5,Hatchback,Diesel,Manual,Used,Family,White
Mahindra Bolero,14.45,15.2,7,MUV,Hybrid,Manual,New,Sporty,White
Mahindra Bolero,15.02,24.0,7,MUV,Petrol,Automatic,New,Sporty,Red
Maruti Swift,7.5,21.4,5,Hatchback,Petrol,Manual,New,Sporty,Red
Hyundai Verna,11.28,23.3,4,Sedan,Diesel,Manual,New,Luxury,Silver
Toyota Innova,26.17,14.4,7,MUV,Electric,Manual,Excellent,Sporty,Silver
Renault Triber,16.02,17.8,7,MUV,Petrol,Automatic,New,Sporty,Blue
Kia Sonet,15.99,18.9,5,Sedan,Hybrid,Manual,New,Family,Black
Honda Amaze,16.48,23.8,4,Sedan,Electric,Automatic,New,Luxury,Black
Maruti Dzire,15.23,13.1,4,Sedan,CNG,Manual,Used,Sporty,Red
Mahindra XUV700,31.02,22.0,5,SUV,Petrol,Automatic,Used,Luxury,Black
Honda City,16.87,18.3,5,Sedan,Electric,Automatic,Excellent,Family,Black
Maruti Dzire,13.79,16.1,5,Sedan,Diesel,Automatic,Used,Family,Silver
Mahindra Scorpio,10.72,15.5,4,SUV,Hybrid,Manual,New,Sporty,Black
Renault Kiger,33.55,12.7,4,SUV,Petrol,Manual,Used,Luxury,White
Honda Amaze,16.84,13.5,5,Sedan,Petrol,Automatic,Excellent,Sporty,Silver
Honda Amaze,11.49,20.9,4,Sedan,Electric,Manual,New,Sporty,Black
Renault Kiger,23.8,21.9,4,SUV,Petrol,Manual,New,Family,Blue
Mahindra Scorpio,29.3,23.5,4,SUV,Electric,Automatic,Excellent,Luxury,Black
Kia Sonet,4.91,12.6,4,Hatchback,Hybrid,Automatic,Used,Family,White
Kia Sonet,5.86,16.5,5,Hatchback,Diesel,Manual,Excellent,Sporty,White
Toyota Fortuner,32.42,22.8,5,SUV,Electric,Automatic,Used,Luxury,Blue
Tata Altroz,8.82,22.0,5,Hatchback,Petrol,Manual,Used,Family,White
Mahindra Scorpio,34.56,20.6,4,SUV,Hybrid,Manual,Used,Luxury,Grey
Tata Nexon,14.1,20.2,5,SUV,Petrol,Automatic,Excellent,Luxury,Grey
Maruti Ertiga,19.54,17.2,7,MUV,Electric,Manual,New,Family,Blue
Toyota Fortuner,20.76,14.7,5,SUV,Diesel,Manual,Used,Luxury,Black
Hyundai i20,8.69,20.3,4,Hatchback,Hybrid,Automatic,Used,Family,Red
Mahindra XUV700,19.42,20.6,5,SUV,Diesel,Manual,Excellent,Sporty,White
Honda Amaze,16.6,18.7,5,Sedan,CNG,Manual,Excellent,Sporty,White
Honda City,13.21,13.9,4,Sedan,Electric,Automatic,New,Luxury,White
Mahindra Scorpio,23.06,21.5,4,SUV,Hybrid,Automatic,Used,Family,Grey
Renault Triber,24.75,20.4,7,MUV,CNG,Automatic,Excellent,Sporty,Silver
Hyundai Verna,10.16,23.5,5,Sedan,Hybrid,Manual,New,Sporty,Grey
Tata Altroz,5.71,15.2,5,Hatchback,CNG,Automatic,Used,Family,White
Kia Seltos,13.93,15.2,4,SUV,Hybrid,Automatic,Excellent,Family,Blue
Honda City,17.82,15.4,4,Sedan,Hybrid,Automatic,Used,Sporty,Silver
Toyota Glanza,8.09,17.3,5,Hatchback,Hybrid,Automatic,Used,Sporty,Red
Renault Kiger,28.7,18.5,5,SUV,Petrol,Manual,New,Luxury,White
Tata Nexon,17.49,13.3,4,SUV,Electric,Automatic,Excellent,Luxury,Silver
Tata Altroz,5.3,19.2,5,Hatchback,Diesel,Automatic,Used,Luxury,Grey
Mahindra Bolero,14.12,12.2,7,MUV,Petrol,Automatic,New,Sporty,White
Honda Amaze,15.98,21.5,4,Sedan,Diesel,Manual,Excellent,Sporty,Blue
Toyota Innova,23.81,12.7,7,MUV,CNG,Automatic,Excellent,Sporty,Red
Toyota Glanza,20.6,15.2,4,MUV,Diesel,Manual,New,Luxury,Red
Mahindra XUV700,32.56,19.1,5,SUV,CNG,Manual,Excellent,Sporty,Blue
Renault Kiger,13.0,20.3,5,SUV,Electric,Automatic,New,Luxury,Silver
Mahindra Bolero,24.11,21.0,7,MUV,CNG,Manual,Excellent,Family,Silver
Kia Seltos,20.91,20.6,4,SUV,CNG,Manual,Excellent,Luxury,Silver
Tata Altroz,6.69,16.3,5,Hatchback,Diesel,Automatic,Excellent,Family,Silver
Honda City,13.1,12.5,4,Sedan,Electric,Automatic,Used,Family,Grey
Tata Nexon,30.4,21.3,4,SUV,Petrol,Automatic,Used,Family,Red
Toyota Innova,22.23,20.3,7,MUV,Petrol,Automatic,Excellent,Family,Blue
Hyundai Venue,10.48,17.3,5,SUV,CNG,Manual,New,Sporty,Blue
Renault Kiger,22.52,21.1,4,SUV,Electric,Manual,Used,Sporty,Blue
Toyota Fortuner,26.34,14.0,5,SUV,Petrol,Manual,Excellent,Family,Black
Maruti Baleno,9.54,20.6,4,Hatchback,Petrol,Manual,New,Family,Blue
Tata Harrier,24.17,23.8,5,SUV,Diesel,Automatic,Used,Sporty,Silver
Toyota Innova,16.72,14.7,7,MUV,Diesel,Manual,Excellent,Sporty,White
Kia Seltos,25.12,19.1,5,SUV,Electric,Manual,Excellent,Sporty,Silver
Renault Triber,21.45,22.2,7,MUV,CNG,Manual,Excellent,Family,Black
Tata Punch,15.12,16.2,5,Sedan,CNG,Manual,Excellent,Sporty,Black
Hyundai Venue,28.27,13.7,4,SUV,CNG,Automatic,Excellent,Sporty,Grey
Maruti Dzire,17.62,14.7,5,Sedan,Petrol,Automatic,New,Sporty,Red
Mahindra Scorpio,26.37,21.1,5,SUV,CNG,Automatic,New,Luxury,Grey
Kia Seltos,31.44,13.3,4,SUV,CNG,Automatic,New,Sporty,Black
Tata Nexon,16.98,19.1,5,SUV,Electric,Automatic,New,Sporty,Silver
Hyundai Creta,30.28,14.0,5,SUV,Diesel,Manual,Used,Sporty,Blue
Maruti Baleno,8.07,20.4,4,Hatchback,CNG,Manual,Used,Luxury,Blue
Renault Triber,17.39,19.9,7,MUV,Diesel,Automatic,Excellent,Luxury,Silver
Renault Kiger,32.92,23.7,4,SUV,Hybrid,Automatic,Used,Family,Black
Honda City,17.81,14.9,5,Sedan,Diesel,Manual,Excellent,Family,Grey
Honda Jazz,9.11,21.9,4,Hatchback,Petrol,Automatic,New,Family,Red
Honda Jazz,8.03,20.1,5,Hatchback,Hybrid,Automatic,Excellent,Luxury,Black
Toyota Fortuner,26.92,13.7,4,SUV,Diesel,Manual,New,Sporty,Grey
Maruti Dzire,8.43,20.0,4,Sedan,Diesel,Automatic,Excellent,Luxury,Red
Toyota Innova,11.84,12.8,7,MUV,Hybrid,Manual,Excellent,Family,Silver
Renault Kiger,12.15,14.0,5,SUV,Petrol,Automatic,Used,Family,Black
Hyundai Venue,27.56,22.4,5,SUV,Hybrid,Manual,Excellent,Family,Red
Kia Seltos,21.97,17.3,5,SUV,CNG,Automatic,Excellent,Family,Blue
Renault Kiger,30.97,15.4,4,SUV,Petrol,Manual,Used,Family,Red
Mahindra XUV700,14.14,15.9,4,SUV,Hybrid,Automatic,Used,Family,Blue
Kia Sonet,25.46,15.9,5,SUV,CNG,Automatic,New,Sporty,White
Tata Altroz,9.94,22.4,5,Hatchback,Diesel,Manual,Used,Family,Red
Maruti Ertiga,25.25,14.4,7,MUV,CNG,Automatic,Used,Sporty,Black
Renault Kiger,10.01,18.0,5,SUV,Diesel,Manual,New,Family,Red
Hyundai Creta,28.93,16.7,5,SUV,Diesel,Manual,New,Family,Grey
Mahindra Bolero,18.27,18.3,7,MUV,Diesel,Automatic,New,Sporty,Red
Hyundai Verna,9.14,13.1,5,Sedan,CNG,Manual,Excellent,Luxury,Red
Maruti Swift,9.51,18.0,4,Hatchback,Hybrid,Automatic,Excellent,Sporty,Grey
Hyundai Creta,20.81,12.3,4,SUV,Diesel,Automatic,New,Sporty,Grey
Maruti Dzire,11.36,20.3,5,Sedan,Diesel,Manual,Excellent,Sporty,Grey
Renault Kiger,23.07,19.9,5,SUV,Hybrid,Manual,Used,Family,Silver
Tata Harrier,21.82,23.1,5,SUV,Hybrid,Automatic,Used,Luxury,Silver
Renault Triber,27.98,13.1,7,MUV,Hybrid,Automatic,Excellent,Sporty,Black
Kia Sonet,14.91,21.8,5,MUV,Diesel,Automatic,Excellent,Luxury,White
Hyundai i20,4.66,14.6,4,Hatchback,Electric,Automatic,Excellent,Family,Red
Maruti Baleno,4.15,15.0,4,Hatchback,CNG,Automatic,Used,Family,Silver
Renault Kiger,11.88,21.7,5,SUV,Petrol,Manual,Used,Sporty,Blue
Maruti Dzire,13.49,16.4,5,Sedan,Diesel,Manual,Used,Sporty,Black
Mahindra XUV700,23.44,22.7,4,SUV,Electric,Automatic,Excellent,Sporty,Silver
Kia Sonet,24.2,20.4,5,MUV,Hybrid,Automatic,Used,Luxury,White
Renault Triber,19.34,12.0,7,MUV,CNG,Automatic,New,Family,Silver
Honda Jazz,9.19,19.6,5,Hatchback,Petrol,Automatic,New,Family,Blue
Honda Jazz,7.53,19.6,5,Hatchback,Petrol,Manual,New,Luxury,Red
Tata Nexon,21.27,21.8,5,SUV,Petrol,Manual,Used,Luxury,Blue
Honda Amaze,10.4,16.5,4,Sedan,Petrol,Manual,New,Sporty,Silver
Honda Jazz,5.29,16.5,5,Hatchback,Petrol,Manual,Used,Luxury,Blue
Honda Amaze,17.83,15.4,5,Sedan,Diesel,Automatic,New,Family,Silver
Honda City,9.15,14.0,4,Sedan,CNG,Automatic,Used,Luxury,Black
Maruti Swift,9.18,15.5,4,Hatchback,Petrol,Manual,New,Family,White
Maruti Dzire,10.31,23.3,4,Sedan,Electric,Manual,Used,Family,Silver
Renault Triber,28.12,23.2,7,MUV,Hybrid,Automatic,New,Sporty,Silver
Kia Seltos,32.26,22.6,5,SUV,Hybrid,Manual,Used,Luxury,Red
Kia Sonet,12.05,17.5,5,Sedan,Petrol,Manual,New,Sporty,Blue
Mahindra XUV700,24.51,22.1,4,SUV,Hybrid,Manual,New,Family,Red
Hyundai i20,4.14,15.2,5,Hatchback,Electric,Automatic,Used,Luxury,Silver
Mahindra Scorpio,25.78,23.3,5,SUV,Diesel,Manual,Excellent,Family,Blue
Tata Punch,10.15,19.0,4,MUV,CNG,Automatic,New,Sporty,Silver
Mahindra Bolero,27.47,12.7,7,MUV,Diesel,Manual,Excellent,Luxury,Red
Renault Triber,15.68,17.1,7,MUV,Diesel,Automatic,Used,Luxury,Black
Renault Triber,22.65,16.9,7,MUV,Petrol,Automatic,Excellent,Sporty,Red
Toyota Glanza,13.6,14.5,5,Sedan,CNG,Manual,Excellent,Luxury,Black
Tata Altroz,8.76,18.8,4,Hatchback,Hybrid,Automatic,Excellent,Family,Black
Honda Amaze,17.28,12.8,4,Sedan,Hybrid,Manual,Used,Sporty,Red
Kia Sonet,4.56,13.3,4,Hatchback,Diesel,Manual,Used,Luxury,Black
Renault Kiger,10.62,12.7,4,SUV,Diesel,Manual,New,Sporty,Black
Honda City,15.96,24.0,5,Sedan,CNG,Automatic,Excellent,Luxury,White
Toyota Innova,14.06,15.3,7,MUV,Petrol,Manual,Excellent,Family,Red
Hyundai Venue,17.64,12.4,5,SUV,Electric,Manual,Used,Luxury,Black
Renault Triber,24.98,15.2,7,MUV,Hybrid,Automatic,Used,Luxury,Red
Mahindra Scorpio,26.71,19.0,5,SUV,Diesel,Automatic,New,Sporty,Grey
Tata Altroz,8.19,13.1,4,Hatchback,Diesel,Automatic,Excellent,Sporty,Red
Toyota Fortuner,30.37,13.2,5,SUV,Hybrid,Automatic,Used,Sporty,White
Toyota Innova,11.33,15.1,7,MUV,Petrol,Automatic,Excellent,Luxury,Silver
Tata Harrier,15.11,15.9,4,SUV,Diesel,Manual,Used,Luxury,Red
Honda City,14.46,22.6,4,Sedan,Petrol,Manual,Excellent,Luxury,Red
Maruti Baleno,7.35,13.1,5,Hatchback,CNG,Automatic,New,Sporty,Blue
Renault Kiger,21.87,14.2,4,SUV,Electric,Manual,Excellent,Sporty,Red
Kia Sonet,7.98,13.8,5,Hatchback,Petrol,Manual,New,Family,Red
Tata Harrier,12.73,23.4,5,SUV,Electric,Automatic,Used,Luxury,Grey
Tata Harrier,33.89,17.2,4,SUV,Petrol,Manual,Excellent,Luxury,Blue
Tata Harrier,17.81,20.4,4,SUV,CNG,Manual,New,Luxury,White
Honda City,11.79,23.7,5,Sedan,Hybrid,Manual,New,Luxury,Black
Tata Harrier,20.36,23.5,4,SUV,Hybrid,Automatic,Used,Luxury,Black
Toyota Glanza,28.94,18.7,5,MUV,Electric,Manual,Used,Sporty,Red
Honda Jazz,7.47,20.0,4,Hatchback,Electric,Manual,New,Family,White
Maruti Swift,5.53,14.9,4,Hatchback,Petrol,Automatic,Excellent,Family,Black
Kia Sonet,10.28,18.3,5,Sedan,Petrol,Automatic,Used,Family,Grey
Tata Harrier,25.35,18.8,4,SUV,Diesel,Manual,New,Sporty,Red
Hyundai Verna,15.03,19.1,5,Sedan,Electric,Manual,Used,Family,Blue
Maruti Ertiga,26.22,15.6,7,MUV,Electric,Manual,Excellent,Luxury,Blue
Maruti Swift,7.92,18.7,5,Hatchback,Hybrid,Manual,Used,Luxury,Silver
Mahindra Bolero,26.02,13.6,7,MUV,CNG,Automatic,Used,Family,Blue
Tata Nexon,10.56,17.0,5,SUV,Electric,Manual,New,Family,Silver
Mahindra Scorpio,24.23,22.6,4,SUV,Electric,Manual,New,Family,Red
Hyundai Venue,21.27,14.6,5,SUV,Hybrid,Automatic,New,Family,White
Maruti Ertiga,13.93,20.8,7,MUV,Electric,Automatic,Used,Luxury,Black
Toyota Innova,26.58,18.4,7,MUV,Diesel,Automatic,Excellent,Sporty,Silver
Renault Kiger,26.69,17.5,4,SUV,Hybrid,Automatic,Excellent,Luxury,Blue
Mahindra Scorpio,22.87,17.9,4,SUV,Petrol,Automatic,Used,Sporty,Blue
Mahindra Scorpio,32.96,22.8,4,SUV,Hybrid,Automatic,Used,Sporty,Red
Renault Kiger,26.4,18.3,5,SUV,Electric,Manual,Used,Family,Silver
Hyundai i20,6.89,15.8,5,Hatchback,Electric,Automatic,Excellent,Luxury,Red
Hyundai Venue,13.41,23.9,5,SUV,Diesel,Automatic,New,Family,Red
Renault Kiger,33.97,17.7,4,SUV,Diesel,Manual,Excellent,Luxury,Blue
Hyundai Venue,23.11,20.5,4,SUV,CNG,Manual,Excellent,Family,White
Toyota Glanza,7.93,18.3,4,Hatchback,Electric,Manual,Excellent,Sporty,Red
Honda City,8.16,16.9,5,Sedan,CNG,Manual,New,Family,White
Toyota Innova,16.63,17.2,7,MUV,Diesel,Manual,Excellent,Sporty,Grey
Maruti Swift,6.5,14.5,5,Hatchback,Diesel,Manual,Used,Luxury,Black
Renault Kiger,17.35,19.3,4,SUV,CNG,Automatic,Excellent,Sporty,Grey
Kia Sonet,9.57,17.1,5,Hatchback,CNG,Automatic,Excellent,Family,Blue
Toyota Fortuner,15.16,17.2,5,SUV,Diesel,Manual,New,Luxury,White
Mahindra Bolero,25.6,18.8,7,MUV,Electric,Manual,New,Luxury,White
Renault Triber,14.6,15.6,7,MUV,Electric,Manual,Excellent,Family,Red
Mahindra XUV700,14.62,12.5,4,SUV,CNG,Automatic,New,Family,Blue
Toyota Glanza,34.43,16.8,4,SUV,Diesel,Manual,Used,Luxury,Grey
Honda City,9.11,19.1,5,Sedan,Diesel,Automatic,New,Sporty,Red
Hyundai Creta,19.79,14.5,5,SUV,CNG,Manual,Excellent,Family,Silver
Mahindra Scorpio,13.97,18.0,5,SUV,Diesel,Manual,New,Luxury,Blue
Toyota Innova,17.93,13.1,7,MUV,Electric,Manual,Excellent,Luxury,Silver
Tata Punch,21.88,20.7,5,MUV,Petrol,Automatic,Excellent,Sporty,Black
Mahindra Scorpio,13.1,19.1,4,SUV,Diesel,Automatic,Excellent,Sporty,Grey
Tata Altroz,7.26,23.4,4,Hatchback,Petrol,Manual,New,Family,Blue
Tata Altroz,6.65,23.6,4,Hatchback,CNG,Manual,Used,Family,Silver
Tata Harrier,10.49,17.2,4,SUV,CNG,Manual,Excellent,Luxury,Red
Honda City,15.97,19.8,4,Sedan,Hybrid,Manual,New,Family,Black
Renault Kiger,29.23,15.7,5,SUV,Petrol,Automatic,New,Luxury,Red
Hyundai Verna,10.15,22.3,4,Sedan,Hybrid,Automatic,Excellent,Family,Red
Mahindra XUV700,25.42,17.0,4,SUV,CNG,Automatic,Excellent,Family,White
Renault Triber,28.1,22.5,7,MUV,Diesel,Manual,Excellent,Family,Black
Kia Seltos,30.77,20.4,5,SUV,Petrol,Manual,Used,Family,White
Tata Altroz,5.26,18.7,4,Hatchback,Hybrid,Automatic,Excellent,Family,Silver
Renault Kiger,16.73,16.7,4,SUV,Diesel,Automatic,New,Sporty,Grey
Toyota Glanza,8.97,14.0,4,Sedan,Electric,Automatic,Excellent,Family,Red
Toyota Fortuner,13.4,23.3,4,SUV,Hybrid,Manual,New,Family,Silver
Maruti Swift,7.61,19.2,4,Hatchback,Hybrid,Automatic,New,Sporty,Red
Toyota Innova,25.79,18.1,7,MUV,CNG,Automatic,Excellent,Sporty,Silver
Hyundai Creta,25.88,18.3,5,SUV,CNG,Automatic,New,Sporty,Blue
Mahindra Scorpio,12.31,19.9,4,SUV,Electric,Manual,New,Family,Black
Mahindra Scorpio,27.6,12.7,5,SUV,Petrol,Automatic,New,Family,White
Maruti Dzire,14.73,13.7,5,Sedan,Hybrid,Automatic,Excellent,Sporty,Silver
Mahindra Bolero,24.31,15.9,7,MUV,Electric,Automatic,Excellent,Family,Grey
Maruti Ertiga,14.81,21.6,7,MUV,Petrol,Manual,Excellent,Luxury,Blue
Honda Jazz,9.24,12.6,5,Hatchback,Diesel,Manual,New,Luxury,Silver
Renault Triber,25.34,20.5,7,MUV,Hybrid,Manual,New,Family,Silver
Kia Sonet,19.27,19.2,5,SUV,CNG,Automatic,New,Luxury,Silver
Maruti Dzire,15.51,19.9,4,Sedan,CNG,Manual,New,Sporty,Silver
Renault Kiger,16.02,18.9,4,SUV,CNG,Manual,New,Family,Grey
Tata Altroz,8.92,14.4,5,Hatchback,Hybrid,Automatic,Used,Family,Blue
Tata Harrier,33.87,12.4,5,SUV,Petrol,Automatic,New,Family,White
Toyota Innova,27.99,12.8,7,MUV,Diesel,Manual,Excellent,Sporty,Silver
Kia Seltos,17.27,20.5,4,SUV,Electric,Automatic,Used,Family,Blue
Honda Amaze,11.6,22.4,4,Sedan,CNG,Manual,Used,Sporty,Red
Honda Amaze,11.26,19.6,5,Sedan,Diesel,Manual,Excellent,Family,Grey
Renault Triber,16.3,23.4,7,MUV,CNG,Automatic,Excellent,Luxury,Silver
